Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2012,06/24/2012,RACING INCIDENT,Belmont Park (NYRA),"Widener Turf, 1/2 Pole",Racing,Thoroughbred,Partly Cloudy 80 to 85 : degrees F,Musical Rain,CHRISTOPHER J. ENGLEHART,KENT J. DESORMEAUX,Musical Rain - Tr. Christopher Englehart - pulled up - ambulanced off - Horse uninjured - retired for breeding,Lameness
2012,06/24/2012,RACING INJURY,Saratoga Gaming & Raceway,"Main Track, Backstretch",Racing,Harness,Clear 80 to 85 : degrees F,Vicktor,MORRIS A. NASSIVERA,BRIAN E. WALKER *,Vicktor - Tr. Morris Nassivera - pulled up - DNF - LR Lameness,Lameness
2012,06/24/2012,RACING INJURY,Saratoga Gaming & Raceway,Start & Head of the Stretch,Racing,Harness,Clear 80 to 85 : degrees F,Photo Memory,PAUL J. ZABIELSKI,JAMES J. DEVAUX,Photo Memory - Tr. Paul Zabielski - broke - pulled up - DNF - walked off track - mild LR lameness,Lameness
2012,06/25/2012,EQUINE DEATH,Buffalo Raceway,Buffalo Raceway/ Barn,Other,Harness,,Odds On The Beach,MEGAN M. WILSON,,Odds On The Beach-Tr. Megan Wilson-twisted colon-euthanized,Equine Death
2012,06/25/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,FAIR LADY OLIVIA,TERESA M. GENECCO,,Fair Lady Olivia-Tr. Teresa Genecco-fever progressed to pleural pnuemonia-poor prognosis-euthanized 4 days later,Equine Death
2012,06/25/2012,FALL OF RIDER,Finger Lakes Gaming & Racetrack,"Main Track, Gate",Racing,Thoroughbred,Sunny 75 to 80 : degrees F,Back Me Up Scotti,DANIEL C. JACOBS,JEFF G. LAREDO,Back Me Up Scotti - Tr. Daniel Jacobs - ducked in unseating rider - no injuries reported,Accident
2012,06/27/2012,EQUINE DEATH,Belmont Park (NYRA),"Inner Turf, First Turn",Racing,Thoroughbred,Clear 75 to 80 : degrees F,Imaging,CLAUDE (SHUG) R. MCGAUGHEY III,JULIEN R. LEPAROUX,Imaging - Tr. Claude McGaughey - pulled up - ambulanced off - fx LF cannon bone & sesamoids - euthanized,Equine Injury / Equine Death
2012,06/01/2012,RACING INCIDENT,Belmont Park (NYRA),"Inner Turf, Starting Gate",Racing,Thoroughbred,Partly Cloudy 70 to 75 : degrees F,Hollywood Queen,CHRISTOPHE M. CLEMENT,JULIEN R. LEPAROUX,Hollywood Queen-Tr. Christopher Clement-reared and fell back in gate kicking Comment-Tr. William Mott-both horses scratched and walked off track-minor scrapes,Accident
2012,06/28/2012,EQUINE DEATH,Tioga Downs,Gate 4,Training,Harness,,Five Star Recruit,JASON W. MACDOUGALL,JASON W. MACDOUGALL,Five Star Recruit - Tr. Jason MacDougall - bridle broke - driver jumped from cart uninjured - horse ran into gate - flipped back over cart - died from broken neck,Equine Death
2012,06/29/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Hazy above 90 : degrees F,Shkspeare Shaliyah,DOODNAUTH SHIVMANGAL,RAJIV C. MARAGH,Shakespear Shaliyah-Tr. Doodnauth Shivmangal-pulled up-ambulanced off-heat exhaustion-rest recommended,Steward's List
2012,06/30/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,"Main Track, Finish of Race",Racing,Thoroughbred,Sunny 85 to 90 : degrees F,Hook Me Up,WILLIAM H. BARTLETT,RODOLFO IGNACIO,Hook Me Up - Tr. William Bartlett - pulled up - collapsed - died on track- suspected cardiac arrest,Equine Death
2012,06/30/2012,RACING INJURY,Belmont Park (NYRA),"Main Track, 3/8 Pole",Racing,Thoroughbred,Hazy above 90 : degrees F,Monarchic,EOIN G. HARTY,JOSE LEZCANO,Monarchic-Tr. Eoin Harty-pulled up-ambulanced off-fx RF cannon bone-surgery & retired,Equine Injury
2012,06/30/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 Pole,Racing,Thoroughbred,,Unstoppable U,KENNETH G. MCPEEK,JAVIER J. CASTELLANO,Unstoppable U - Tr. Kenneth McPeek - pulled up when horse made heavy breathing sounds - not unusual for this horse - to farm for rest-horse sound,
2012,06/30/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Hazy above 90 : degrees F,Stormy Success,JOHN T. TOSCANO JR,JOSE (CARLOS) C. MONTALVO,Stormy Success-Tr. John Toscano-pulled up-ambulanced off-grabbed L quarter-back in training,Steward's List
2012,06/30/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Hazy above 90 : degrees F,Tatao's Wildcat,RICHARD E. DUTROW JR,MICHAEL J. LUZZI,Tatao's Wildcat-Tr. Richard Dutrow-pulled up-ambulanced off- horse uninjured-must requalify,Steward's List
2012,06/30/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, 1/16 Pole",Racing,Thoroughbred,Hazy above 90 : degrees F,Tommy Karakorum,LESLIE W. HINDS,JOSE (CARLOS) C. MONTALVO,Tommy Karakorum-Tr. Leslie Hinds-pulled up-ambulanced off-hit itself behind-rubs both hind ankles-healing,Steward's List
2012,06/30/2012,STEWARDS/VETS LIST,Buffalo Raceway,"Main Track, Paddock",Racing,Harness,Clear 85 to 90 : degrees F,Eagle Hot Shot,CHRISTOPHER W. NAEDELE,SHAWN M. MCDONOUGH,Eagle Hot Shot-Tr. Christopher Naedele-LH lameness-scratched,Steward's List
2012,07/01/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT/ Barn and stall,Other,Thoroughbred,,JOYOUS ROAR,LISA HEBDON,,Joyous Roar-Tr. Lisa Hebdon-severe infection-laminitis-euthanized,Equine Death
2012,07/01/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),1/2 mile pole,Racing,Thoroughbred,Clear 85 to 90 : degrees F,My Leonora,JOSEPH E. DEMOLA,TOMESH (KUMAR) SINGH,My Leonora - Tr. Joseph Demola - stumbled unseating rider - ambulanced off - hit itself on front ankles causing cuts -resting while healing - must requalify,Steward's List
2012,07/02/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,"Main Track, 1/2 Mile Pole",Racing,Thoroughbred,Sunny 80 to 85 : degrees F,Swim,JAMES S. ACQUILANO,MICHAEL A. DAVILA JR,Swim - Tr. James Acquilano - pulled up - ambulanced off - fx R femur w/ femoral artery compromise - euthanized,Equine Death
2012,07/04/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Other,Thoroughbred,,KIRUNA,PABLO R. TORRES,,Kiruna-Tr. Pablo Torres-uncontrolled lameness-euthanized,Equine Death
2012,07/04/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, 1/16 Pole",Racing,Thoroughbred,Sunny above 90 : degrees F,Hope Still Springs,BRUCE R. BROWN,ANNA (ROSIE) R. NAPRAVNIK,Hope Still Springs-Tr. Bruce Brown-pulled up-ambulanced off-took bad step-rested & getting ready to resume training,
2012,07/06/2012,EQUINE DEATH,Belmont Park (NYRA),Training Track,Training,Thoroughbred,Cloudy 80 to 85 : degrees F,Matties Warrior,GREGORY J. DIPRIMA,,Matties Warrior-Tr. Greg Diprima-stumbled and fell-fx RF leg-euthanized a week later due to inoperable circumstances.,Equine Death
2012,07/06/2012,RACING INJURY,Belmont Park (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Sunny above 90 : degrees F,Cardiac Rhythm,CARL J. DOMINO,JOSE L. ORTIZ,Cardiac Rhythm - Tr. Carl Domino - pulled up - vanned off - fx LF sesamoid - retired,Injury
2012,07/07/2012,EQUINE DEATH,Belmont Park (NYRA),Main Track,Training,Thoroughbred,Partly Cloudy 70 to 75 : degrees F,Imhotep,TODD A. PLETCHER,,Imhotep-Tr. Todd Pletcher-ruptured LH suspensory-euthanized 2 weeks later,Equine Injury / Equine Death
2012,07/07/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,CURED,JOSEPH E. MARINO,,Cured-Tr. Joseph Marino-found lying down in stall in distress-vet treated horse with no improvement-horse died from anaphylaxis,Equine Death
2012,07/08/2012,ACCIDENT - TAGGED SULKY,Buffalo Raceway,"Main Track, First Turn",Racing,Harness,Partly Cloudy 75 to 80 : degrees F,Steuben Big Easy,MARY BETH NELSON,DAVID C. FISHER,Steuben Big Easy-Tr. Mary Fisher-made wheel contact with another sulky-horse went down sustaining minor injuries-driver stepped off-tag number E5459294,Equine Injury
2012,07/09/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn Area,Other,Thoroughbred,Clear 80 to 85 : degrees F,Thats the Move,JAMES W. FERRARO,,Thats the Move - Tr. James Ferraro - died in her stall from endotoxic shock,Equine Death
2012,07/10/2012,EQUINE DEATH,Belmont Park (NYRA),Barn Area,Other,Thoroughbred,Clear 80 to 85 : degrees F,Rojarosa,DALE L. ROMANS,,Rojarosa - Tr. Dale Romans - developed laminitis - euthanized,Equine Death
2012,07/10/2012,RACING INCIDENT,Finger Lakes Gaming & Racetrack,"Main Track, 1/8 Pole",Racing,Thoroughbred,Sunny 75 to 80 : degrees F,Big Girl,PETER H. LEVINE,DENNIS CARR,Big Girl - Tr. Peter Levine - pulled up - possible breathing problem - no injuries found,Injury
2012,06/28/2012,ACCIDENT - TAGGED SULKY,Monticello Raceway & Mighty M Gaming,"Main Track, Gate",Racing,Harness,,MISS FREDDY M,JOHN L. RAMSAY,MICHAEL J. MERTON,Miss Freddy M-Tr. J. Ramsay-pulled through & fell unseating driver & tripped Holdemannie-Tr. D. Gosney -no injuries reported-sulky tagged E5459200,Accident
2012,07/12/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,DEFERLONG,ARCADIO LOPEZ,,Deferlong-Tr. Arcadio Lopez-severe diarrhea-unresponsive to treatment-euthanized,Equine Death
2012,07/12/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Head of the Stretch",Racing,Harness,Clear 75 to 80 : degrees F,Evil Mind,BRETT D. DERUE,JORDAN J. DERUE,Evil Mind-Tr. Brett DeRue-running slowly-pulled up-no injury found,Steward's List
2012,07/13/2012,EQUINE DEATH,Belmont Park (NYRA),"Main Track, 1/8 Pole",Racing,Thoroughbred,Cloudy 80 to 85 : degrees F,Sunday At Nipper's,JUAN C. GUERRERO,JOSE L. ORTIZ,Sunday at Nipper's-Tr. Juan Guerrero-pulled up-suffered fracture RF sesamoids-euthanized on track,Equine Death
2012,07/13/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, 3/8 Pole",Racing,Thoroughbred,Cloudy 80 to 85 : degrees F,Lane Drifter,NICHOLAS P. ZITO,ANNA (ROSIE) R. NAPRAVNIK,Lane Drifter-Tr. Nick Zito-pulled up-ambulanced off-did not like turf-worked to come off list-worked well,Steward's List
2012,07/13/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, Finish of Race",Racing,Thoroughbred,Cloudy 80 to 85 : degrees F,Riptide,GARY J. SCIACCA,MAYLAN L. STUDART-ANDERS,Riptide-Tr. Gary Sciacca-pulled up-ambulanced off-inflammed LF suspensories-rested then re-evaluated,Equine Injury
2012,07/13/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, 1/2 mile",Racing,Harness,Clear 80 to 85 : degrees F,BC'S Jesse,NICHOLAS V. SODANO JR,JAMES J. DEVAUX,BC's Jesse -Tr. Nick Sodano  Jr. - swelling & sensitivity LF leg -resting-must requalify,Steward's List
2012,07/14/2012,EQUINE DEATH,Belmont Park (NYRA),Barn Area,Training,Thoroughbred,Cloudy 80 to 85 : degrees F,In Te Domine,CARLOS F. MARTIN,,In Te Domine-Tr. Carlos Martin-suffered apparent CV collapse after treatment for severe tying up episode,Equine Death
2012,07/14/2012,RACING INJURY,Belmont Park (NYRA),"Widener Turf, 1/4 Pole",Racing,Thoroughbred,Partly Cloudy 80 to 85 : degrees F,Royal Blessing,LINDA L. RICE,CORNELIO VELASQUEZ,Royal Blessing - Tr. Linda Rice - pulled up - ambulanced off - lame RH leg - sent to NJ Clinic - horse sound,Equine Injury
2012,07/14/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, 1/2 mile pole",Racing,Thoroughbred,Partly Cloudy 80 to 85 : degrees F,Oh So Debonaire,JAMES T. RYERSON,JOE A. BRAVO,Oh So Debonaire-Tr. James Ryerson-pulled up-ambulanced off-no injury reported-must requalify,Steward's List
2012,07/15/2012,EQUINE DEATH,Belmont Park (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Hazy 85 to 90 : degrees F,Salsa Mambo,MICHAEL STIDHAM,CORNELIO VELASQUEZ,Salsa Mambo-Tr. Michael Stidham-stumbled & fell unseating rider-ran loose & hit outer rail falling again-fx LF leg-euthanized on track,Equine Death
2012,07/15/2012,EQUINE DEATH,Saratoga Gaming & Raceway,Saratoga Harness/Barn /Stall,Other,Harness,,Splendido,CHERYL D. WHITCROFT,,Splendido-Tr. Mark Whitcroft-found horse dead in stall-ruled sudden death,Equine Death
2012,07/15/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Mellon Turf,Racing,Thoroughbred,Cloudy 85 to 90 : degrees F,Autumn Riches*,JAMES M. DAY,GUSTAV C. DAHL,Autumn Riches-Tr. James Day-ambulanced off-fx R knee-euthanized,Euthanasia
2012,07/15/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Mellon Turf/Open House Race,Racing,Thoroughbred,Cloudy 85 to 90 : degrees F,Twice the Price*,JONATHAN E. SHEPPARD XXXXX,,Twice the Price-Tr. Jonathan Sheppard-suffered fx LF Cannon bone-euthanized,Equine Injury / Equine Death
2012,07/15/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Mellon Turf-6th Jump,Racing,Thoroughbred,Cloudy 85 to 90 : degrees F,Plattsburg*,JOSEPH W. DELOZIER III,ROSS GERAGHTY,Plattsburg-Tr. Joseph Delozier III-suffered fx L shoulder-euthanized,Equine Injury / Equine Death
2012,07/15/2012,FALL OF HORSE,Belmont Park (NYRA),"Inner Turf, 1/2 mile pole",Racing,Thoroughbred,Hazy 85 to 90 : degrees F,Destination Moon,HARRY A. JERKENS,JOSE L. ORTIZ,Destination Moon - Tr. Harry Jerkens - fell unseating rider - jockey to hospital - no injury to horse,Accident
2012,07/15/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),Before finish,Racing,Thoroughbred,Hazy 85-90 degrees,Style Watch,CARLOS F. MARTIN,JOSE (CARLOS) C. MONTALVO,Style Watch - Tr. Carlos Martin - pulled up - ambulanced off - uninjured- received dirt in the face - stopped running-must requalify,Steward's List
2012,07/16/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Other,Thoroughbred,,MIKE MAMBO,NIRKA Y. HUERTAS,,Mike Mambo-Tr. Nick Huertas-treated for colic without resolution-euthanized 1 day later,Equine Death
2012,07/16/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,"Main Track, Finish of Race",Racing,Thoroughbred,Hot 85 to 90 : degrees F,Perfect Drive,RALPH D'ALESSANDRO,JAIME RODRIGUEZ,Perfect Drive - Tr. Ralph D'Alessandro - pulled up - ambulanced off - fx R knee - euthanized,Equine Injury
2012,07/18/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma Training Grass,Training,Thoroughbred,Partly Cloudy 85 to 90 : degrees F,Julias Hero,DOMINIC G. GALLUSCIO,,Julias Hero-Tr. Dominick Galluscio-suffered fx LF sesamoids while galloping-ambulanced off-euthanized,Equine Injury / Equine Death
2012,07/19/2012,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,"Main Track, 3/4 Pole",Racing,Harness,Hazy 65 to 70 : degrees F,Summer Vacation,RONALD V. LANGLEY,JAMES R. TAGGART JR,Summer Vacation-Tr. Ronald Langley-pulled up-banging F knees-F knee lameness-must requalify,Lameness
2012,07/20/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred,,WINNING TOKEN,JEREMIAH C. ENGLEHART,WILFREDO ROHENA PIZARRO,Winning Token-Tr. Jeremiah Englehart-pulled up-ambulanced off-severe trauma both hind legs-euthanized,Equine Death
2012,07/20/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,WINGED BANDIT,JULIE L. SMITH,,Wingeed Bandit-Tr. Julie Kisielewski-treated for colic-condition deteriorated-euthanized,Equine Death
2012,07/21/2012,EQUINE DEATH,Belmont Park (NYRA),Barn Area,Other,Thoroughbred,Clear 80 to 85 : degrees F,Little Ms Mink,EDWARD J. COLETTI,,Little Ms Mink-Tr. Edward Coletti-severe colic-euthanized,Equine Injury / Equine Death
2012,07/21/2012,EQUINE DEATH,Tioga Downs,Backstretch,Other,Harness,,Kemper Hall,RONALD J. BURKE BLANK,,Kemper Hall - Tr. Ronald Burke - intestinal lymphoma - euthanized,Equine Death
2012,07/23/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Other,Thoroughbred,,BECAUSE I SAID SO,DANIEL C. JACOBS,,Because I Said So-Tr. Dan Jacobs-severe colic-euthanized,Equine Death
2012,07/25/2012,ACCIDENT - DRIVER/JOCKEY,Saratoga Racecourse (NYRA),"Inner Turf, Starting Gate",Racing,Thoroughbred,Clear 75 to 80 : degrees F,Magical Season,MIKE J. MAKER,ANNA (ROSIE) R. NAPRAVNIK,Magical Season-Rosie Napravnik  Rider injured foot-hit starting gate after it opened-taken off track in NYRA pick-up-taken off her remaining mounts-no injury to horse,Accident
2012,07/26/2012,EQUINE DEATH,Saratoga Gaming & Raceway,"Main Track, 5/8 Pole",Racing,Harness,Cloudy 70 to 75 : degrees F,DW'S Lucky Dog,TRACY L. BRAINARD,DANIEL J. CAPPELLO JR,DW'S Lucky Dog-Tr. Tracy Brainard-pulled up-ambulanced off-fx LR pastern-euthanized,Equine Death
2012,07/26/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Cloudy 80 to 85 : degrees F,Regal Citizen,LEAH A. GYARMATI,IRAD ORTIZ JR,Regal Citizen-Tr. Leah Gyarmati-pulled up-fx RF Cannon bone and sesamoids-euthanized on track,Equine Injury / Equine Death
2012,07/27/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Main Track-After Finish,Racing,Thoroughbred,Sunny 80 to 85 : degrees F,Dirty Old Town,JOSEPH J. MARTON,MICHAEL A. DAVILA JR,Dirty Old Town -Tr. Joseph Marton-pulled up-ambulanced off-fx LF sesamoid-euthanized,Equine Death
2012,07/27/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),"Main Track, 3/16 pole",Training,Thoroughbred,Cloudy 70 to 75 : degrees F,Sugar and Smoke,TODD A. PLETCHER,,Sugar and Smoke-Tr. Todd Pletcher-suffer fx LH leg while breezing-euthanized on track,Equine Injury / Equine Death
2012,07/28/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Finish of Race",Racing,Harness,Cloudy 75 to 80 : degrees F,Box Car Billie,HEIDI E. ROHR,BILLY A. DOBSON,Box Car Billie-Tr. Heidi Rohr-came off track with LF lameness-possibly shoe nail causing discomfort-removed-to be re-x-rayed,Steward's List
2012,07/29/2012,RACING INCIDENT,Saratoga Racecourse (NYRA),1/8 Pole,Racing,Thoroughbred,,Londoness,WILLIAM J. CESARE,IRAD ORTIZ JR,Londoness-Tr. Willliam Cesare-eased up-walked off track-horse did not like deep dirt-no injuries reported-will reenter on grass,
2012,07/29/2012,RACING INCIDENT,Saratoga Racecourse (NYRA),1/8 Pole,Racing,Thoroughbred,Mostly Cloudy 80-85 degrees,Field Star,LUIS C. ALVAREZ,MAYLAN L. STUDART-ANDERS,Field Star-Tr. Luis Alvarez-eased up-walked off track-filly is turf runner-did not like dirt-scratches RH leg-back in training,
2012,07/29/2012,RACING INCIDENT,Saratoga Racecourse (NYRA),"Main Track, First Turn",Racing,Thoroughbred,Mostly Cloudy 80 to 85 : degrees F,She Gets It,GARY C. CONTESSA,ANNA (ROSIE) R. NAPRAVNIK,She Gets It-Tr. Gary Contessa-leaped at start-bearing out-eased up-walked off track-starter shifted blinkers at start-horse unable to see-horse uninjured.,
2012,07/29/2012,RACING INJURY,Saratoga Racecourse (NYRA),"Mellon Turf, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 75 to 80 : degrees F,Tutti Va Bene,GARY J. SCIACCA,MAYLAN L. STUDART-ANDERS,Tutti Va Bene-Tr. Gary Sciacca-pulled up-ambulanced off-injury RF sesamoid-retired,Equine Injury
2012,07/30/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/4 POLE,Training,Thoroughbred,,Boston Regatta,LUIS A. GUTIERREZ *,,Boston Regatta-Tr. Luis Gutierrez-collided with another horse-fell-fx R shoulder-euthanized,Equine Death
2012,07/30/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Mellon Turf, 5/8 Pole",Racing,Thoroughbred,Partly Cloudy 75 to 80 : degrees F,Page Springs,DAN L. MCFARLANE,ORIANA ROSSI,Page Springs-Tr. Dan McFarlane-saddle slipped and horse started to buck unseating rider-no injuries reported,
2012,07/31/2012,ACCIDENT - DRIVER/JOCKEY,Finger Lakes Gaming & Racetrack,"Main Track, Paddock",Racing,Thoroughbred,Partly Cloudy 85 to 90 : degrees F,Fish Hooks,LUIS A. GUTIERREZ *,OMAR CAMEJO,Jockey Omar Comejo kicked in chest by horse Fish Hooks-ambulanced to hospital,
2012,07/31/2012,RACING INCIDENT,Monticello Raceway & Mighty M Gaming,"Main Track, Prior to approaching gate",Racing,Harness,Hazy 70 to 75 : degrees F,Civilized Hanover,BRIAN F. HORLACHER,JAMES R. TAGGART JR,Civilized Hanover-Tr. Brian Horlacher-horse reared and fell coming to gate-scratched-no injuries reported,
2012,08/01/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Mellon Turf-1/2 mile pole,Racing,Thoroughbred,Clear 80 to 85 : degrees F,One Note Samba,EDWARD J. KENNEALLY,JOSE LEZCANO,One Note Samba-Tr. Edward Kenneally-pulled up-fx RH leg-euthanized on track,Equine Injury / Equine Death
2012,08/01/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Mellon Turf, Start",Racing,Thoroughbred,Clear 75 to 80 : degrees F,Stay Composed,BRUCE R. BROWN,WILMER GARCIA,Stay Composed-Tr. Bruce Brown-stumbled at start unseating rider-no injuries reported,
2012,08/02/2012,ACCIDENT - TAGGED SULKY,Vernon Downs,1/8 Pole,Racing,Harness,Clear 80 to 85 : degrees F,Cheap N Easy,FRANK J. DAVIS,FRANK J. DAVIS,Cheap N Easy-Tr. Frank Davis-misstepped and fell unseating driver-no injuries reported-scratched-sulky tag #E5459096,
2012,08/02/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 80 to 85 : degrees F,Mabou,DAVID T. JACOBSON,JEFFREY M. MURPHY,Mabou-Tr. David Jacobson-pulled up-ambulance off-superficial cut LF ankle-sound next day-continues to train-must requalify,Steward's List
2012,08/03/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, 1/4 Pole",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Oxbow,DARRELL W. LUKAS,JUNIOR R. ALVARADO,Oxbow-Tr. Wayne Lukas-pulled up-ambulanced off-possibly popped stifle-perfectly sound next day,Equine Injury
2012,08/04/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Inner Turf, 1/4 Pole",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Riverdance Rock,TIMOTHY A. HILLS,KEIBER J. COA,Riverdance Rock-Tr. Timothy Hills-bolted and unseated rider-no injuries reported,Accident
2012,08/04/2012,RACING INJURY,Saratoga Racecourse (NYRA),"Mellon Turf, Finish of Race",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Equus Prime,DARRELL W. LUKAS,ALAN GARCIA,Equus Prime-Tr. Darrell W.  Lukas-pulled up-ambulanced off-stress fx RF cannon bone-to Rood & Riddle for surgery,Equine Injury
2012,08/04/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, After Finish",Racing,Harness,Partly Cloudy 70 to 75 : degrees F,Cyclone Cully N,LISA A. PAVIA,HARRY A. LANDY,Cyclone Cully N-Tr. Lisa Pavia-came up with RF lameness following race-x-rays negative-seems fine,Lameness
2012,08/05/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Main Track, Start",Racing,Thoroughbred,Cloudy 85 to 90 : degrees F,Rockin Boogie,BRUCE N. LEVINE,RAMON A. DOMINGUEZ,Rockin Boogie-Tr. Bruce Levine-unseated rider after brushing with Our Mister-minor scrapes to horse-rider uninjured,Accident
2012,08/05/2012,RACING INCIDENT,Saratoga Racecourse (NYRA),"Inner Turf, 1/2 pole",Racing,Thoroughbred,Thunderstorms 80 to 85 : degrees F,Cornhusker,THOMAS H. VOSS,JOEL ROSARIO,Cornhusker-Tr. Thomas Voss-pulled up-ambulanced off-horse dislikes soft turf-no injury reported,
2012,08/06/2012,RACING INJURY,Saratoga Racecourse (NYRA),"Main Track, 3/16 Pole",Racing,Thoroughbred,Partly Cloudy 75 to 80 : degrees F,Afleet Bird,NICHOLAS P. ZITO,ANNA (ROSIE) R. NAPRAVNIK,Afleet Bird-Tr. Nick Zito-pulled up-ambulanced off-fx RF leg-to clinic for surgery-prognosis guarded-on farm recovering,Equine Injury
2012,08/07/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Racing,Harness,Clear 75 to 80 : degrees F,Our Best Boy,DAVID J. CORLEW,,Our Best Boy-Tr. David Corlew-scratched due to illness-must requalify,Steward's List
2012,08/07/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Racing,Harness,Clear 75 to 80 : degrees F,Whatamach,FRANCIS RAIA II,,Whatamach-Tr. Fran Raia-scratched due to illness-requalified 3 days later,Steward's List
2012,08/08/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Inner Turf, Post Parade",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Roaring Conquest,CHRISTOPHER J. ENGLEHART,JAVIER J. CASTELLANO,Roaring Conquest-Tr. Christopher Englehart-rider Javier Castellano thrown & suffered jammed thumb-scratched-no injury to horse reported,Accident
2012,08/08/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Wedding in Sorano,COLUM O'BRIEN,IRAD ORTIZ JR,Wedding in Sorano-Tr. Colum O'Brien-pulled up-ambulanced off-ran poorly-no injuries reported-filly retired,Steward's List
2012,08/08/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Mellon Turf, Finish of Race",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Silent Pipe,MERRILL R. SCHERER,JUNIOR R. ALVARADO,Silent Pipe-Tr. Merrill Scherer-pulled up-ambulanced off-heat stroke-shipped to Kentucky & training-must requalify,Equine Injury
2012,08/10/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred,,Grunge Girl,JONATHAN B. BUCKLEY,GABRIEL J. SUAREZ,Grunge Girl-Tr. Jon Buckley-exam revealed fx R knee-euthanized,Equine Death
